Continent;Region/Country;Product;Variable;Year;Unit;Quantity
Europe;Slovakia;Table Grapes;Production;2010;tonnes; 13 088
Europe;Poland;Dried Grapes;Consumption;2015;tonnes; 13 082
Asia;Iraq;Fresh Grapes;Imports;2017;tonnes; 13 076
Asia;Kuwait;Fresh Grapes;Imports;2016;tonnes; 13 071
America;Mexico;Dried Grapes;Imports;2018;tonnes; 13 071
Oceania;Australia;Wine;Production;2022;1000 hl; 13 070
Asia;Armenia;Vineyard;Surface Area;2003;ha; 13 054
Europe;Germany;Wine;Imports;2004;1000 hl; 13 043
Europe;United Kingdom;Wine;Imports;2013;1000 hl; 13 040
Europe;United Kingdom;Wine;Consumption;2019;1000 hl; 13 034
Asia;United Arab Emirates;Dried Grapes;Consumption;2007;tonnes; 13 032
America;Argentina;Wine;Production;2019;1000 hl; 13 019
Asia;Yemen;Vineyard;Surface Area;2021;ha; 13 017
America;Mexico;Dried Grapes;Imports;2019;tonnes; 13 016
Asia;China;Wine;Consumption;2006;1000 hl; 13 012
America;Colombia;Fresh Grapes;Production;1999;tonnes; 13 011
Europe;Belarus;Fresh Grapes;Imports;2020;tonnes; 13 010
Asia;Syrian Arab Republic;Fresh Grapes;Exports;2005;tonnes; 13 007
Europe;Belgium;Dried Grapes;Consumption;2015;tonnes; 13 000
Asia;China;Wine;Production;2010;1000 hl; 13 000
Europe;Cyprus;Table Grapes;Consumption;1996;tonnes; 13 000
Asia;Georgia;Table Grapes;Consumption;2001;tonnes; 13 000
Asia;Georgia;Table Grapes;Consumption;2008;tonnes; 13 000
Africa;Madagascar;Fresh Grapes;Production;2012;tonnes; 13 000
Europe;Spain;Dried Grapes;Consumption;1998;tonnes; 13 000
Africa;Tanzania, the United Republic of;Fresh Grapes;Production;1995;tonnes; 13 000
Africa;Tanzania, the United Republic of;Fresh Grapes;Production;1996;tonnes; 13 000
Africa;Tanzania, the United Republic of;Fresh Grapes;Production;1999;tonnes; 13 000
Asia;Syrian Arab Republic;Fresh Grapes;Exports;2013;tonnes; 12 996
Europe;United Kingdom;Wine;Imports;2022;1000 hl; 12 992
Europe;France;Wine;Exports;1996;1000 hl; 12 990
Europe;Montenegro;Table Grapes;Production;2011;tonnes; 12 980
Europe;Poland;Dried Grapes;Consumption;1997;tonnes; 12 979
America;Chile;Dried Grapes;Consumption;2011;tonnes; 12 972
Europe;France;Wine;Exports;2009;1000 hl; 12 969
Europe;Spain;Dried Grapes;Consumption;2022;tonnes; 12 966
Europe;Czech Republic;Vineyard;Surface Area;1996;ha; 12 960
America;Venezuela;Fresh Grapes;Production;2000;tonnes; 12 960
Africa;Madagascar;Fresh Grapes;Production;2010;tonnes; 12 959
Europe;Poland;Dried Grapes;Consumption;2018;tonnes; 12 951
Europe;Luxemburg;Fresh Grapes;Production;2020;tonnes; 12 950
Asia;Iraq;Vineyard;Surface Area;2014;ha; 12 947
Europe;Spain;Dried Grapes;Consumption;2003;tonnes; 12 943
Europe;Belgium;Dried Grapes;Consumption;2019;tonnes; 12 939
Asia;United Arab Emirates;Fresh Grapes;Exports;2019;tonnes; 12 937
Europe;United Kingdom;Wine;Consumption;2016;1000 hl; 12 935
Oceania;New Zealand;Fresh Grapes;Imports;2013;tonnes; 12 927
Europe;Germany;Dried Grapes;Exports;2020;tonnes; 12 926
Europe;Denmark;Table Grapes;Consumption;1996;tonnes; 12 923
Asia;Kuwait;Fresh Grapes;Imports;1999;tonnes; 12 921
Europe;Belgium and Luxemburg;Dried Grapes;Imports;1995;tonnes; 12 920
Europe;United Kingdom;Wine;Consumption;2018;1000 hl; 12 904
Europe;Belgium;Dried Grapes;Imports;2021;tonnes; 12 903
Africa;Madagascar;Fresh Grapes;Production;2013;tonnes; 12 900
America;Mexico;Dried Grapes;Production;2014;tonnes; 12 900
Asia;Turkmenistan;Vineyard;Surface Area;1999;ha; 12 900
Asia;Turkmenistan;Vineyard;Surface Area;2000;ha; 12 900
Europe;United Kingdom;Wine;Consumption;2010;1000 hl; 12 900
America;Venezuela;Fresh Grapes;Production;2002;tonnes; 12 900
America;Chile;Wine;Production;2018;1000 hl; 12 898
Asia;Azerbaijan;Vineyard;Surface Area;2011;ha; 12 897
Europe;Russia;Wine;Consumption;2008;1000 hl; 12 892
Europe;Slovakia;Table Grapes;Consumption;2003;tonnes; 12 887
Europe;Belgium;Dried Grapes;Consumption;2017;tonnes; 12 886
Europe;Latvia;Fresh Grapes;Imports;2021;tonnes; 12 883
Asia;United Arab Emirates;Table Grapes;Consumption;2003;tonnes; 12 883
Asia;Yemen;Vineyard;Surface Area;2020;ha; 12 883
Asia;Singapore;Table Grapes;Consumption;2016;tonnes; 12 879
Europe;Poland;Fresh Grapes;Exports;2011;tonnes; 12 875
America;Chile;Wine;Production;2015;1000 hl; 12 866
Europe;United Kingdom;Wine;Imports;2010;1000 hl; 12 861
Europe;United Kingdom;Wine;Consumption;2011;1000 hl; 12 860
Asia;Pakistan;Dried Grapes;Consumption;2007;tonnes; 12 858
Europe;Ireland;Fresh Grapes;Imports;2020;tonnes; 12 853
Europe;Spain;Wine;Consumption;2006;1000 hl; 12 852
America;United States of America;Dried Grapes;Imports;2001;tonnes; 12 844
Europe;Bulgaria;Table Grapes;Production;2019;tonnes; 12 843
Europe;United Kingdom;Wine;Consumption;2022;1000 hl; 12 834
Africa;Madagascar;Fresh Grapes;Production;2014;tonnes; 12 830
Europe;Poland;Dried Grapes;Imports;2022;tonnes; 12 825
Europe;Serbia;Table Grapes;Consumption;2014;tonnes; 12 825
America;Chile;Wine;Production;2013;1000 hl; 12 821
Europe;Bosnia and Herzegovina;Table Grapes;Production;2007;tonnes; 12 813
Europe;Serbia;Fresh Grapes;Imports;2022;tonnes; 12 805
Europe;Bosnia and Herzegovina;Fresh Grapes;Production;1998;tonnes; 12 804
Africa;Madagascar;Fresh Grapes;Production;2009;tonnes; 12 801
Europe;United Kingdom;Wine;Consumption;2012;1000 hl; 12 801
Asia;China;Wine;Production;2009;1000 hl; 12 800
Asia;United Arab Emirates;Dried Grapes;Exports;2014;tonnes; 12 800
Asia;Uzbekistan;Dried Grapes;Exports;2000;tonnes; 12 800
Europe;France;Wine;Exports;2008;1000 hl; 12 798
Europe;Netherlands;Dried Grapes;Exports;2006;tonnes; 12 785
Europe;Moldova;Fresh Grapes;Exports;1996;tonnes; 12 782
Europe;United Kingdom;Wine;Consumption;2015;1000 hl; 12 781
America;Canada;Vineyard;Surface Area;2019;ha; 12 780
Europe;Croatia;Fresh Grapes;Imports;2006;tonnes; 12 776
Asia;United Arab Emirates;Dried Grapes;Exports;2003;tonnes; 12 770
Asia;Syrian Arab Republic;Fresh Grapes;Exports;1996;tonnes; 12 761
Europe;Ireland;Fresh Grapes;Imports;2016;tonnes; 12 751
Asia;Japan;Fresh Grapes;Imports;2003;tonnes; 12 751
America;Peru;Fresh Grapes;Exports;2003;tonnes; 12 748
Asia;Saudi Arabia;Dried Grapes;Consumption;2019;tonnes; 12 746
Asia;Saudi Arabia;Dried Grapes;Imports;2019;tonnes; 12 746
Asia;Syrian Arab Republic;Dried Grapes;Production;1997;tonnes; 12 746
Europe;United Kingdom;Wine;Consumption;2004;1000 hl; 12 742
Oceania;Australia;Wine;Production;2018;1000 hl; 12 740
Europe;United Kingdom;Wine;Consumption;2013;1000 hl; 12 738
Africa;Madagascar;Fresh Grapes;Production;2011;tonnes; 12 737
Asia;Pakistan;Vineyard;Surface Area;2001;ha; 12 737
Asia;Pakistan;Vineyard;Surface Area;2002;ha; 12 737
Europe;Spain;Dried Grapes;Imports;2012;tonnes; 12 730
America;United States of America;Dried Grapes;Imports;2003;tonnes; 12 730
Asia;United Arab Emirates;Dried Grapes;Consumption;2005;tonnes; 12 728
Europe;Bosnia and Herzegovina;Fresh Grapes;Production;1999;tonnes; 12 723
Asia;Kazakhstan;Dried Grapes;Consumption;2012;tonnes; 12 723
Europe;Poland;Dried Grapes;Imports;2012;tonnes; 12 722
Asia;Syrian Arab Republic;Dried Grapes;Consumption;2014;tonnes; 12 720
America;Bolivia;Table Grapes;Production;1996;tonnes; 12 700
America;Argentina;Wine;Production;2002;1000 hl; 12 695
Europe;Netherlands;Dried Grapes;Exports;2018;tonnes; 12 694
Europe;Germany;Dried Grapes;Exports;2021;tonnes; 12 693
Europe;Ukraine;Dried Grapes;Consumption;2018;tonnes; 12 686
Europe;Ukraine;Dried Grapes;Imports;2018;tonnes; 12 685
America;Argentina;Wine;Consumption;1998;1000 hl; 12 683
America;Argentina;Wine;Production;1996;1000 hl; 12 681
Europe;Germany;Dried Grapes;Exports;2010;tonnes; 12 680
Europe;United Kingdom;Wine;Consumption;2009;1000 hl; 12 680
America;Argentina;Wine;Production;1998;1000 hl; 12 673
Europe;United Kingdom;Wine;Consumption;2006;1000 hl; 12 672
Europe;Slovakia;Table Grapes;Production;2014;tonnes; 12 671
Africa;South Africa;Dried Grapes;Consumption;2016;tonnes; 12 670
Asia;Yemen;Vineyard;Surface Area;2019;ha; 12 668
Europe;Netherlands;Dried Grapes;Exports;2007;tonnes; 12 636
Asia;Taiwan;Fresh Grapes;Imports;1995;tonnes; 12 635
Europe;Poland;Dried Grapes;Imports;1999;tonnes; 12 631
Asia;Yemen;Vineyard;Surface Area;2016;ha; 12 625
America;Ecuador;Table Grapes;Consumption;2004;tonnes; 12 624
Oceania;New Zealand;Fresh Grapes;Imports;2016;tonnes; 12 624
Asia;Pakistan;Dried Grapes;Consumption;2004;tonnes; 12 621
Europe;Cyprus;Fresh Grapes;Production;2021;tonnes; 12 612
Africa;Tanzania, the United Republic of;Table Grapes;Consumption;1999;tonnes; 12 611
Europe;Russia;Wine;Consumption;2007;1000 hl; 12 610
Africa;Tanzania, the United Republic of;Table Grapes;Consumption;1995;tonnes; 12 610
Africa;Tanzania, the United Republic of;Table Grapes;Consumption;1996;tonnes; 12 610
America;Chile;Wine;Production;2023;1000 hl; 12 605
Asia;China;Wine;Production;2008;1000 hl; 12 600
America;Ecuador;Table Grapes;Consumption;2008;tonnes; 12 600
Asia;Japan;Fresh Grapes;Imports;2010;tonnes; 12 600
Africa;South Africa;Dried Grapes;Consumption;2004;tonnes; 12 600
Africa;Tanzania, the United Republic of;Table Grapes;Production;1995;tonnes; 12 600
Africa;Tanzania, the United Republic of;Table Grapes;Production;1996;tonnes; 12 600
Africa;Tanzania, the United Republic of;Table Grapes;Production;1999;tonnes; 12 600
America;Colombia;Fresh Grapes;Imports;2019;tonnes; 12 589
Europe;Slovenia;Fresh Grapes;Imports;2020;tonnes; 12 589
Oceania;New Zealand;Fresh Grapes;Imports;2005;tonnes; 12 587
Europe;Poland;Fresh Grapes;Exports;2006;tonnes; 12 581
Asia;China;Dried Grapes;Imports;2008;tonnes; 12 570
Asia;Yemen;Vineyard;Surface Area;2017;ha; 12 569
America;Argentina;Wine;Consumption;1999;1000 hl; 12 567
Europe;Lithuania;Fresh Grapes;Imports;2021;tonnes; 12 566
America;Brazil;Fresh Grapes;Imports;2008;tonnes; 12 565
Europe;Russia;Wine;Consumption;2011;1000 hl; 12 564
Asia;Saudi Arabia;Dried Grapes;Consumption;2018;tonnes; 12 563
Asia;Saudi Arabia;Dried Grapes;Imports;2018;tonnes; 12 563
Europe;United Kingdom;Wine;Consumption;2014;1000 hl; 12 562
America;Grenada;Fresh Grapes;Production;1995;tonnes; 12 558
America;Chile;Wine;Production;2012;1000 hl; 12 554
Asia;Georgia;Table Grapes;Production;2008;tonnes; 12 554
Asia;Saudi Arabia;Vineyard;Surface Area;2007;ha; 12 551
Europe;Italy;Wine;Exports;1997;1000 hl; 12 550
Asia;Yemen;Vineyard;Surface Area;2018;ha; 12 548
America;Argentina;Wine;Production;2000;1000 hl; 12 537
America;Mexico;Dried Grapes;Consumption;2004;tonnes; 12 537
America;Argentina;Table Grapes;Consumption;2014;tonnes; 12 520
Europe;Ukraine;Fresh Grapes;Imports;2015;tonnes; 12 520
Asia;Philippines;Fresh Grapes;Imports;2000;tonnes; 12 518
Europe;Bulgaria;Table Grapes;Production;2020;tonnes; 12 515
Asia;Singapore;Table Grapes;Consumption;2015;tonnes; 12 505
Asia;Singapore;Fresh Grapes;Imports;2002;tonnes; 12 504
Asia;China;Wine;Production;2007;1000 hl; 12 500
Europe;Cyprus;Vineyard;Surface Area;2006;ha; 12 500
Europe;Bosnia and Herzegovina;Fresh Grapes;Production;1997;tonnes; 12 497
Asia;Taiwan;Fresh Grapes;Imports;1997;tonnes; 12 496
America;Argentina;Wine;Consumption;2000;1000 hl; 12 491
America;Canada;Vineyard;Surface Area;2016;ha; 12 488
America;Argentina;Wine;Production;2021;1000 hl; 12 482
Asia;Malaysia;Fresh Grapes;Imports;1995;tonnes; 12 478
America;Venezuela;Table Grapes;Consumption;2004;tonnes; 12 478
Africa;Namibia;Fresh Grapes;Exports;2012;tonnes; 12 466
America;Canada;Vineyard;Surface Area;2017;ha; 12 457
Asia;Pakistan;Vineyard;Surface Area;2000;ha; 12 456
Europe;Italy;Fresh Grapes;Imports;2001;tonnes; 12 453
America;Canada;Vineyard;Surface Area;2013;ha; 12 449
Oceania;Australia;Wine;Production;2008;1000 hl; 12 448
America;Peru;Vineyard;Surface Area;2001;ha; 12 446
America;Chile;Wine;Production;2022;1000 hl; 12 443
Asia;Singapore;Fresh Grapes;Imports;2004;tonnes; 12 443
Europe;Poland;Dried Grapes;Consumption;1999;tonnes; 12 436
Oceania;New Zealand;Fresh Grapes;Imports;2017;tonnes; 12 431
America;Venezuela;Table Grapes;Consumption;1995;tonnes; 12 429
Europe;Belgium;Dried Grapes;Consumption;2018;tonnes; 12 422
Africa;Morocco;Dried Grapes;Imports;2020;tonnes; 12 418
America;Canada;Vineyard;Surface Area;2009;ha; 12 412
Asia;State of Palestine;Table Grapes;Consumption;2012;tonnes; 12 410
Oceania;New Zealand;Fresh Grapes;Imports;2007;tonnes; 12 407
America;Venezuela;Table Grapes;Consumption;1996;tonnes; 12 403
America;Bolivia;Table Grapes;Production;1998;tonnes; 12 400
America;Mexico;Dried Grapes;Production;2013;tonnes; 12 400
Europe;Serbia;Fresh Grapes;Imports;2013;tonnes; 12 400
America;Canada;Vineyard;Surface Area;2018;ha; 12 399
Asia;China;Wine;Consumption;2020;1000 hl; 12 396
Asia;Iraq;Vineyard;Surface Area;2012;ha; 12 395
Europe;Italy;Fresh Grapes;Imports;1997;tonnes; 12 389
America;Colombia;Fresh Grapes;Imports;2021;tonnes; 12 388
Asia;United Arab Emirates;Fresh Grapes;Imports;2005;tonnes; 12 382
Europe;Italy;Fresh Grapes;Imports;1999;tonnes; 12 379
America;Peru;Vineyard;Surface Area;2006;ha; 12 371
Europe;Spain;Wine;Exports;2003;1000 hl; 12 359
America;Colombia;Fresh Grapes;Imports;2017;tonnes; 12 354
Europe;Austria;Fresh Grapes;Exports;2021;tonnes; 12 347
America;Argentina;Wine;Consumption;2003;1000 hl; 12 338
Asia;China;Dried Grapes;Imports;2007;tonnes; 12 338
America;Peru;Vineyard;Surface Area;2005;ha; 12 338
Europe;Lithuania;Fresh Grapes;Imports;2022;tonnes; 12 336
Asia;Kuwait;Fresh Grapes;Imports;2021;tonnes; 12 335
America;Ecuador;Table Grapes;Consumption;2009;tonnes; 12 330
Oceania;Australia;Wine;Production;2013;1000 hl; 12 310
Europe;Poland;Dried Grapes;Imports;1998;tonnes; 12 310
Asia;Afghanistan;Dried Grapes;Consumption;2004;tonnes; 12 306
Asia;China;Wine;Consumption;2005;1000 hl; 12 306
Asia;United Arab Emirates;Dried Grapes;Exports;2017;tonnes; 12 301
Asia;Georgia;Table Grapes;Production;2001;tonnes; 12 300
Africa;Namibia;Fresh Grapes;Exports;2013;tonnes; 12 300
America;United States of America;Wine;Imports;2020;1000 hl; 12 295
Asia;Tajikistan;Fresh Grapes;Exports;2016;tonnes; 12 293
America;Grenada;Fresh Grapes;Imports;2022;tonnes; 12 291
Asia;Azerbaijan;Vineyard;Surface Area;2001;ha; 12 289
Oceania;New Zealand;Fresh Grapes;Imports;2008;tonnes; 12 282
America;Peru;Vineyard;Surface Area;2004;ha; 12 282
Europe;Czech Republic;Vineyard;Surface Area;1995;ha; 12 280
Europe;Germany;Fresh Grapes;Exports;2001;tonnes; 12 280
America;United States of America;Wine;Imports;2019;1000 hl; 12 278
Asia;Kyrgyzstan;Fresh Grapes;Production;2009;tonnes; 12 276
Asia;Nepal;Fresh Grapes;Imports;2015;tonnes; 12 266
America;Ecuador;Fresh Grapes;Imports;2004;tonnes; 12 260
Oceania;Australia;Wine;Production;2012;1000 hl; 12 259
America;Mexico;Dried Grapes;Consumption;2003;tonnes; 12 251
Oceania;Australia;Dried Grapes;Imports;1998;tonnes; 12 237
Europe;Slovakia;Table Grapes;Production;2005;tonnes; 12 230
Europe;Hungary;Table Grapes;Production;2017;tonnes; 12 212
Africa;Morocco;Fresh Grapes;Exports;2009;tonnes; 12 212
Europe;Montenegro;Table Grapes;Production;2010;tonnes; 12 206
Asia;Syrian Arab Republic;Dried Grapes;Production;2000;tonnes; 12 206
Asia;Syrian Arab Republic;Dried Grapes;Consumption;2000;tonnes; 12 201
America;Ecuador;Fresh Grapes;Imports;2008;tonnes; 12 200
Asia;India;Dried Grapes;Imports;2013;tonnes; 12 200
Europe;Netherlands;Dried Grapes;Exports;2014;tonnes; 12 200
Africa;South Africa;Dried Grapes;Consumption;2009;tonnes; 12 200
America;Colombia;Fresh Grapes;Imports;2018;tonnes; 12 199
Europe;Netherlands;Table Grapes;Consumption;1998;tonnes; 12 199
America;Colombia;Fresh Grapes;Production;2000;tonnes; 12 191
Europe;Poland;Dried Grapes;Consumption;1998;tonnes; 12 189
Oceania;New Zealand;Fresh Grapes;Imports;2015;tonnes; 12 178
Asia;Syrian Arab Republic;Dried Grapes;Production;1999;tonnes; 12 177
Oceania;Australia;Wine;Production;2002;1000 hl; 12 168
Europe;Republic of North Macedonia;Fresh Grapes;Exports;1996;tonnes; 12 166
Asia;Singapore;Fresh Grapes;Imports;2006;tonnes; 12 166
America;Peru;Vineyard;Surface Area;1996;ha; 12 163
Europe;Netherlands;Dried Grapes;Exports;2021;tonnes; 12 161
America;Chile;Dried Grapes;Consumption;2008;tonnes; 12 153
Asia;Saudi Arabia;Vineyard;Surface Area;2006;ha; 12 150
Asia;Azerbaijan;Fresh Grapes;Exports;2022;tonnes; 12 148
America;Chile;Dried Grapes;Consumption;2010;tonnes; 12 147
Europe;Slovakia;Table Grapes;Production;2007;tonnes; 12 146
America;Chile;Dried Grapes;Consumption;2005;tonnes; 12 143
America;Paraguay;Table Grapes;Consumption;1995;tonnes; 12 143
America;Argentina;Wine;Production;2009;1000 hl; 12 135
America;Canada;Vineyard;Surface Area;2014;ha; 12 132
Europe;Greece;Dried Grapes;Consumption;2013;tonnes; 12 131
Europe;France;Fresh Grapes;Exports;2003;tonnes; 12 130
Asia;Singapore;Fresh Grapes;Imports;2005;tonnes; 12 127
Europe;Germany;Wine;Production;1999;1000 hl; 12 123
Asia;China;Dried Grapes;Exports;2004;tonnes; 12 122
Europe;Poland;Dried Grapes;Consumption;2012;tonnes; 12 122
Asia;China;Wine;Consumption;2004;1000 hl; 12 120
Europe;Ireland;Fresh Grapes;Imports;2007;tonnes; 12 112
America;United States of America;Dried Grapes;Imports;2004;tonnes; 12 110
America;Brazil;Fresh Grapes;Imports;2006;tonnes; 12 106
Asia;Syrian Arab Republic;Dried Grapes;Consumption;1999;tonnes; 12 100
Oceania;Australia;Fresh Grapes;Imports;2020;tonnes; 12 099
Europe;Netherlands;Dried Grapes;Exports;2015;tonnes; 12 096
Asia;Oman;Fresh Grapes;Imports;2014;tonnes; 12 094
Asia;Philippines;Table Grapes;Consumption;2000;tonnes; 12 090
America;United States of America;Wine;Imports;2017;1000 hl; 12 086
Europe;Bulgaria;Table Grapes;Production;2011;tonnes; 12 080
Asia;Iraq;Fresh Grapes;Imports;2016;tonnes; 12 075
Asia;Saudi Arabia;Vineyard;Surface Area;1998;ha; 12 074
Asia;Thailand;Fresh Grapes;Imports;2004;tonnes; 12 070
America;Bolivia;Table Grapes;Production;2012;tonnes; 12 068
Europe;Hungary;Fresh Grapes;Imports;2005;tonnes; 12 043
America;Mexico;Dried Grapes;Exports;1998;tonnes; 12 039
America;Argentina;Wine;Consumption;2001;1000 hl; 12 036
Asia;Saudi Arabia;Vineyard;Surface Area;1997;ha; 12 034
Asia;Iran;Fresh Grapes;Exports;2014;tonnes; 12 030
Europe;Belgium and Luxemburg;Dried Grapes;Imports;1996;tonnes; 12 028
Asia;Nepal;Fresh Grapes;Imports;2017;tonnes; 12 024
America;Canada;Vineyard;Surface Area;2012;ha; 12 011
Europe;Finland;Fresh Grapes;Imports;2001;tonnes; 12 011
Asia;Israel;Vineyard;Surface Area;2021;ha; 12 011
Asia;Japan;Fresh Grapes;Imports;2002;tonnes; 12 010
America;Bolivia;Table Grapes;Consumption;2016;tonnes; 12 007
Oceania;Australia;Dried Grapes;Imports;2006;tonnes; 12 005
Oceania;Australia;Fresh Grapes;Imports;2007;tonnes; 12 003
Asia;Azerbaijan;Vineyard;Surface Area;2010;ha; 12 003
Oceania;Australia;Dried Grapes;Imports;1997;tonnes; 12 000
Europe;Belgium;Dried Grapes;Exports;2013;tonnes; 12 000
America;Colombia;Fresh Grapes;Production;1998;tonnes; 12 000
Asia;Lebanon;Vineyard;Surface Area;2015;ha; 12 000
Africa;Madagascar;Fresh Grapes;Production;2007;tonnes; 12 000
Asia;Nepal;Table Grapes;Consumption;2013;tonnes; 12 000
Asia;Nepal;Table Grapes;Consumption;2014;tonnes; 12 000
Europe;Serbia And Montenegro;Table Grapes;Production;1996;tonnes; 12 000
Africa;South Africa;Dried Grapes;Consumption;2019;tonnes; 12 000
Africa;Tanzania, the United Republic of;Fresh Grapes;Production;1998;tonnes; 12 000
Africa;Tanzania, the United Republic of;Fresh Grapes;Production;2005;tonnes; 12 000
America;Bolivia;Table Grapes;Production;2010;tonnes; 11 998
Asia;China;Wine;Consumption;2003;1000 hl; 11 993
America;United States of America;Dried Grapes;Imports;1995;tonnes; 11 991
Asia;Singapore;Table Grapes;Consumption;2012;tonnes; 11 990
America;Argentina;Wine;Consumption;2002;1000 hl; 11 988
Europe;Ireland;Table Grapes;Consumption;2010;tonnes; 11 986
Africa;Madagascar;Fresh Grapes;Production;2008;tonnes; 11 982
America;Colombia;Fresh Grapes;Imports;2020;tonnes; 11 975
Europe;Hungary;Fresh Grapes;Imports;2020;tonnes; 11 975
Oceania;Australia;Wine;Production;2019;1000 hl; 11 970
America;Bolivia;Table Grapes;Production;2011;tonnes; 11 961
Europe;Slovakia;Fresh Grapes;Imports;2003;tonnes; 11 947
Europe;United Kingdom;Wine;Imports;2004;1000 hl; 11 945
America;Chile;Wine;Production;2019;1000 hl; 11 939
Asia;Israel;Fresh Grapes;Exports;2006;tonnes; 11 933
America;Canada;Vineyard;Surface Area;2015;ha; 11 932
Africa;South Africa;Dried Grapes;Consumption;1997;tonnes; 11 928
Europe;Belgium;Dried Grapes;Imports;2020;tonnes; 11 924
Oceania;Australia;Dried Grapes;Production;2015;tonnes; 11 912
Oceania;Australia;Wine;Production;2015;1000 hl; 11 912
Europe;Germany;Wine;Imports;2003;1000 hl; 11 906
Asia;Kyrgyzstan;Fresh Grapes;Imports;2020;tonnes; 11 903
Europe;Belarus;Fresh Grapes;Exports;2013;tonnes; 11 900
Asia;China;Wine;Production;2006;1000 hl; 11 900
America;Ecuador;Fresh Grapes;Imports;2009;tonnes; 11 900
Europe;Russia;Wine;Consumption;2009;1000 hl; 11 895
Europe;Poland;Fresh Grapes;Exports;2010;tonnes; 11 878
Asia;Saudi Arabia;Vineyard;Surface Area;2009;ha; 11 867
Oceania;Australia;Wine;Production;2014;1000 hl; 11 863
Europe;United Kingdom;Wine;Imports;2009;1000 hl; 11 859
America;Venezuela;Fresh Grapes;Production;1996;tonnes; 11 858
America;Paraguay;Table Grapes;Consumption;1997;tonnes; 11 857
Europe;Germany;Wine;Imports;1999;1000 hl; 11 854
Asia;Pakistan;Dried Grapes;Consumption;2001;tonnes; 11 852
Asia;Oman;Fresh Grapes;Imports;2015;tonnes; 11 849
Europe;Slovakia;Fresh Grapes;Imports;2004;tonnes; 11 830
Europe;Bulgaria;Table Grapes;Production;2018;tonnes; 11 828
Europe;Ireland;Table Grapes;Consumption;2015;tonnes; 11 827
Asia;State of Palestine;Dried Grapes;Consumption;2002;tonnes; 11 827
Asia;Kazakhstan;Vineyard;Surface Area;2012;ha; 11 825
America;Peru;Vineyard;Surface Area;2003;ha; 11 824
America;Argentina;Wine;Production;2017;1000 hl; 11 821
Europe;Belgium;Dried Grapes;Imports;2022;tonnes; 11 817
Europe;Poland;Dried Grapes;Imports;1996;tonnes; 11 817
Asia;Singapore;Fresh Grapes;Imports;1999;tonnes; 11 816
Europe;Luxemburg;Fresh Grapes;Production;2022;tonnes; 11 810
Asia;Iraq;Vineyard;Surface Area;2011;ha; 11 805
America;Mexico;Dried Grapes;Consumption;2002;tonnes; 11 805
Oceania;Australia;Dried Grapes;Production;2021;tonnes; 11 800
Asia;China;Wine;Production;2005;1000 hl; 11 800
Asia;United Arab Emirates;Dried Grapes;Exports;2008;tonnes; 11 797
America;Canada;Vineyard;Surface Area;2006;ha; 11 793
Europe;Slovenia;Fresh Grapes;Imports;2008;tonnes; 11 793
Asia;Iran;Fresh Grapes;Exports;2015;tonnes; 11 791
Asia;Nepal;Fresh Grapes;Imports;2014;tonnes; 11 789
Oceania;Australia;Wine;Production;2009;1000 hl; 11 784
America;Argentina;Wine;Production;2012;1000 hl; 11 778
Europe;Belgium and Luxemburg;Dried Grapes;Imports;1997;tonnes; 11 770
Africa;Morocco;Dried Grapes;Imports;2021;tonnes; 11 770
Europe;Lithuania;Fresh Grapes;Imports;2019;tonnes; 11 769
America;Paraguay;Table Grapes;Consumption;1998;tonnes; 11 769
Asia;Bangladesh;Table Grapes;Consumption;2007;tonnes; 11 767
Asia;Bangladesh;Fresh Grapes;Imports;2007;tonnes; 11 767
Europe;Serbia And Montenegro;Fresh Grapes;Imports;1997;tonnes; 11 760
Asia;State of Palestine;Table Grapes;Consumption;2010;tonnes; 11 760
Europe;Lithuania;Fresh Grapes;Imports;2018;tonnes; 11 759
Asia;Syrian Arab Republic;Dried Grapes;Consumption;2019;tonnes; 11 758
America;Peru;Vineyard;Surface Area;2002;ha; 11 757
Europe;Croatia;Fresh Grapes;Imports;2021;tonnes; 11 755
Europe;Germany;Dried Grapes;Exports;2016;tonnes; 11 754
Africa;Algeria;Dried Grapes;Consumption;2017;tonnes; 11 749
Asia;China;Dried Grapes;Imports;2009;tonnes; 11 743
Europe;France;Fresh Grapes;Exports;2022;tonnes; 11 739
Europe;Serbia;Fresh Grapes;Imports;2018;tonnes; 11 737
Asia;Saudi Arabia;Dried Grapes;Consumption;2016;tonnes; 11 731
America;Venezuela;Fresh Grapes;Production;1995;tonnes; 11 731
Europe;United Kingdom;Wine;Imports;2005;1000 hl; 11 727
America;Colombia;Fresh Grapes;Imports;2016;tonnes; 11 726
Europe;Latvia;Fresh Grapes;Imports;2022;tonnes; 11 723
America;United States of America;Dried Grapes;Imports;1997;tonnes; 11 715
America;United States of America;Wine;Imports;2018;1000 hl; 11 711
Europe;Germany;Wine;Imports;2002;1000 hl; 11 710
America;Paraguay;Table Grapes;Consumption;1996;tonnes; 11 710
Europe;Germany;Dried Grapes;Exports;2011;tonnes; 11 708
Asia;Malaysia;Fresh Grapes;Imports;1999;tonnes; 11 706
Asia;United Arab Emirates;Dried Grapes;Consumption;2016;tonnes; 11 706
America;Venezuela;Fresh Grapes;Production;1999;tonnes; 11 705
Asia;China;Wine;Production;2004;1000 hl; 11 700
Europe;Finland;Table Grapes;Consumption;2001;tonnes; 11 700
